Time,T_0,P_0,L_0,T_1,P_1,L_1,T_2,P_2,L_2
1580114124.636296,21.64,989.16,144.17,21.98,988.61,162.5,21.91,989.14,150.83
1580114129.5617356,21.64,989.15,120.83,21.98,988.61,162.5,21.91,989.14,150.0
1580114134.5652294,21.64,989.15,124.17,21.98,988.61,139.17,21.92,989.14,130.0
1580114139.5689425,21.64,989.15,127.5,21.98,988.61,142.5,21.92,989.14,133.33
1580114144.5730598,21.64,989.15,163.33,21.98,988.6,145.83,21.92,989.14,136.67
1580114149.576884,21.64,989.15,165.0,21.99,988.61,177.5,21.92,989.14,164.17
1580114154.5787818,21.64,989.14,165.0,21.99,988.6,179.17,21.92,989.12,165.83
1580114159.583079,21.64,989.14,165.83,21.99,988.6,179.17,21.92,989.12,165.83
1580114164.5867426,21.64,989.14,165.83,21.99,988.6,180.0,21.92,989.12,166.67
1580114169.590022,21.64,989.14,166.67,21.99,988.6,180.0,21.92,989.11,166.67
1580114174.5939777,21.64,989.13,166.67,21.99,988.6,180.83,21.92,989.11,167.5
1580114179.5973742,21.64,989.13,167.5,21.99,988.6,180.83,21.92,989.11,167.5
1580114184.6011612,21.64,989.13,167.5,21.98,988.59,180.83,21.92,989.11,168.33
1580114189.6045659,21.64,989.13,168.33,21.98,988.59,181.67,21.92,989.11,168.33
1580114194.6083264,21.64,989.13,168.33,21.98,988.59,181.67,21.92,989.11,169.17
1580114199.6115952,21.64,989.13,169.17,21.98,988.6,182.5,21.92,989.11,169.17
1580114204.6157048,21.64,989.12,169.17,21.98,988.59,182.5,21.92,989.11,170.0
1580114209.6188211,21.64,989.12,170.0,21.98,988.59,183.33,21.92,989.11,170.0
1580114214.6229901,21.64,989.12,170.0,21.98,988.58,184.17,21.92,989.1,170.83
1580114219.626154,21.63,989.11,170.83,21.98,988.57,184.17,21.92,989.1,170.83
1580114224.6296175,21.63,989.11,170.83,21.98,988.57,185.0,21.92,989.09,171.67
1580114229.6325176,21.63,989.11,171.67,21.98,988.56,185.0,21.92,989.09,171.67
1580114234.6362007,21.63,989.11,171.67,21.98,988.56,185.0,21.92,989.08,172.5
1580114239.6397676,21.63,989.11,172.5,21.98,988.56,185.83,21.92,989.08,172.5
1580114244.6436427,21.63,989.11,172.5,21.98,988.56,185.83,21.92,989.09,172.5
1580114249.6477575,21.63,989.11,173.33,21.98,988.56,186.67,21.92,989.08,173.33
1580114254.651494,21.63,989.11,173.33,21.98,988.57,187.5,21.92,989.08,174.17
1580114259.6537206,21.63,989.11,174.17,21.98,988.56,187.5,21.91,989.09,174.17
1580114264.6580818,21.62,989.1,174.17,21.97,988.55,188.33,21.91,989.08,175.0
1580114269.6619256,21.62,989.11,174.17,21.97,988.55,188.33,21.91,989.09,175.0
1580114274.6654854,21.62,989.11,170.83,21.97,988.55,189.17,21.91,989.08,175.83
1580114279.6691601,21.62,989.11,147.5,21.97,988.55,185.83,21.91,989.08,171.67
1580114284.6724608,21.62,989.1,155.83,21.97,988.55,165.83,21.91,989.08,155.0
1580114289.6758862,21.62,989.1,114.17,21.97,988.55,174.17,21.9,989.07,160.83
1580114294.6790783,21.62,989.1,120.0,21.97,988.54,154.17,21.9,989.07,146.67
1580114299.682341,21.62,989.1,118.33,21.97,988.54,125.83,21.91,989.07,122.5
1580114304.6861687,21.62,989.1,118.33,21.97,988.54,125.0,21.91,989.08,121.67
1580114309.6896975,21.62,989.1,102.5,21.98,988.54,124.17,21.91,989.07,120.83
1580114314.6934164,21.62,989.1,118.33,21.98,988.54,108.33,21.91,989.07,104.17
1580114319.6977453,21.62,989.1,117.5,21.98,988.55,124.17,21.91,989.07,122.5
1580114324.7039304,21.62,989.09,118.33,21.99,988.55,123.33,21.92,989.07,121.67
1580114329.7041707,21.62,989.09,118.33,21.99,988.55,124.17,21.92,989.07,121.67
1580114334.7079353,21.62,989.09,120.83,22.0,988.56,125.0,21.92,989.07,122.5
1580114339.7112193,21.62,989.08,146.67,22.0,988.55,120.83,21.92,989.07,121.67
1580114344.7149413,21.62,989.08,144.17,22.0,988.55,161.67,21.92,989.07,152.5
1580114349.7189023,21.62,989.08,147.5,22.0,988.54,160.0,21.93,989.07,150.83
1580114354.7220876,21.62,989.08,147.5,22.01,988.55,161.67,21.93,989.07,152.5
