Time,T_0,P_0,L_0,T_1,P_1,L_1,T_2,P_2,L_2
1577969797.6737561,18.29,1000.52,925.83,18.61,999.9,634.17,18.58,1000.77,506.67
1577969857.6972995,18.31,1000.51,911.67,18.6,999.88,630.0,18.58,1000.77,500.83
1577969917.6671975,18.3,1000.5,901.67,18.6,999.89,625.0,18.57,1000.75,496.67
1577969977.7184088,18.31,1000.48,900.83,18.6,999.88,612.5,18.57,1000.76,487.5
1577970037.6637225,18.32,1000.49,906.67,18.6,999.88,605.0,18.57,1000.76,487.5
1577970097.712606,18.31,1000.48,907.5,18.58,999.85,596.67,18.57,1000.73,476.67
1577970157.6829402,18.33,1000.45,890.83,18.58,999.84,584.17,18.57,1000.73,476.67
1577970217.679729,18.29,1000.44,885.83,18.6,999.84,573.33,18.57,1000.71,467.5
1577970277.676949,18.3,1000.42,876.67,18.6,999.83,564.17,18.57,1000.69,460.83
1577970337.674283,18.32,1000.41,857.5,18.6,999.81,555.0,18.56,1000.69,453.33
1577970397.6695929,18.29,1000.41,846.67,18.6,999.8,546.67,18.55,1000.67,445.83
1577970457.6672325,18.27,1000.4,838.33,18.58,999.79,540.0,18.55,1000.66,440.0
1577970517.6645036,18.28,1000.4,836.67,18.6,999.79,535.83,18.55,1000.64,435.0
1577970577.6598933,18.27,1000.4,832.5,18.6,999.79,530.0,18.54,1000.63,431.67
1577970637.6574323,18.23,1000.4,832.5,18.6,999.78,526.67,18.54,1000.63,428.33
1577970697.655166,18.21,1000.4,834.17,18.58,999.78,523.33,18.54,1000.63,426.67
1577970757.6253886,18.25,1000.39,822.5,18.57,999.78,518.33,18.53,1000.63,425.83
1577970817.6744313,18.27,1000.39,810.83,18.58,999.77,512.5,18.52,1000.62,420.0
1577970877.6452565,18.28,1000.37,800.83,18.57,999.75,505.83,18.52,1000.62,420.0
1577970937.6423755,18.27,1000.37,790.83,18.56,999.74,499.17,18.52,1000.61,415.83
1577970997.6386056,18.24,1000.35,777.5,18.55,999.72,491.67,18.52,1000.61,410.83
1577971057.6358461,18.26,1000.33,758.33,18.55,999.7,484.17,18.52,1000.58,405.0
1577971117.6335368,18.26,1000.33,745.0,18.55,999.71,477.5,18.5,1000.57,398.33
1577971177.629997,18.26,1000.29,734.17,18.55,999.7,472.5,18.5,1000.57,393.33
1577971237.6277099,18.25,1000.3,727.5,18.55,999.67,469.17,18.5,1000.57,389.17
1577971297.6250162,18.24,1000.29,726.67,18.54,999.67,466.67,18.5,1000.55,386.67
1577971357.6218858,18.25,1000.29,725.83,18.55,999.68,464.17,18.48,1000.54,384.17
1577971417.592536,18.27,1000.27,720.83,18.54,999.67,461.67,18.5,1000.53,382.5
1577971477.6419759,18.26,1000.28,716.67,18.54,999.68,460.83,18.46,1000.54,379.17
1577971537.5877948,18.26,1000.27,713.33,18.52,999.66,460.0,18.46,1000.54,379.17
1577971597.6087935,18.28,1000.26,712.5,18.52,999.66,460.83,18.46,1000.53,378.33
1577971657.605181,18.26,1000.27,712.5,18.52,999.66,460.83,18.46,1000.51,377.5
1577971717.5752244,18.25,1000.29,709.17,18.52,999.65,460.0,18.44,1000.52,376.67
1577971777.5984507,18.25,1000.29,704.17,18.52,999.67,460.0,18.46,1000.53,376.67
1577971837.5959582,18.23,1000.31,699.17,18.5,999.67,459.17,18.46,1000.54,375.83
1577971897.5925534,18.22,1000.32,693.33,18.48,999.68,457.5,18.48,1000.56,375.0
1577971957.5620813,18.22,1000.35,688.33,18.48,999.7,455.0,18.46,1000.58,374.17
1577972017.6142535,18.22,1000.36,681.67,18.48,999.74,450.0,18.46,1000.59,373.33
1577972077.584385,18.2,1000.36,674.17,18.48,999.74,447.5,18.46,1000.59,373.33
1577972137.5814726,18.22,1000.37,665.83,18.46,999.74,445.0,18.46,1000.6,372.5
1577972197.5528975,18.21,1000.37,660.0,18.46,999.76,442.5,18.46,1000.62,370.83
1577972257.5980818,18.24,1000.38,655.0,18.44,999.75,440.83,18.46,1000.63,367.5
1577972317.545579,18.23,1000.37,650.83,18.43,999.76,439.17,18.46,1000.63,367.5
1577972377.5951195,18.23,1000.37,645.83,18.44,999.75,439.17,18.46,1000.63,365.83
1577972437.5658324,18.23,1000.36,641.67,18.44,999.75,439.17,18.46,1000.63,365.83
1577972497.5627232,18.22,1000.36,638.33,18.44,999.74,439.17,18.46,1000.61,365.0
1577972557.5597866,18.21,1000.34,634.17,18.44,999.74,438.33,18.44,1000.6,364.17
1577972617.5563006,18.22,1000.33,629.17,18.44,999.73,438.33,18.44,1000.59,363.33
1577972677.5527806,18.21,1000.32,623.33,18.46,999.73,438.33,18.44,1000.58,362.5
1577972737.52411,18.21,1000.33,616.67,18.46,999.72,437.5,18.44,1000.59,362.5
1577972797.5723279,18.21,1000.32,610.0,18.44,999.7,435.83,18.44,1000.55,359.17
1577972857.5445704,18.22,1000.29,604.17,18.42,999.65,432.5,18.44,1000.55,359.17
1577972917.515935,18.23,1000.28,600.0,18.42,999.65,428.33,18.44,1000.53,356.67
1577972977.5629878,18.22,1000.3,596.67,18.42,999.67,420.83,18.42,1000.54,346.67
1577973037.5104241,18.2,1000.32,593.33,18.4,999.69,414.17,18.42,1000.54,346.67
1577973097.5582926,18.2,1000.33,595.0,18.4,999.68,407.5,18.42,1000.56,334.17
1577973157.5039265,18.19,1000.31,595.0,18.4,999.68,400.0,18.42,1000.56,334.17
1577973217.5525606,18.18,1000.32,595.83,18.4,999.7,393.33,18.4,1000.56,320.83
1577973277.498015,18.16,1000.31,595.83,18.4,999.7,385.83,18.4,1000.56,320.83
1577973337.5200665,18.14,1000.31,595.83,18.42,999.71,378.33,18.4,1000.57,315.0
1577973397.4884331,18.12,1000.31,595.0,18.42,999.71,378.33,18.4,1000.57,308.33
1577973457.5385756,18.14,1000.32,590.0,18.43,999.71,360.83,18.42,1000.59,292.5
1577973517.509848,18.16,1000.33,587.5,18.46,999.72,351.67,18.42,1000.59,292.5
1577973577.4811804,18.23,1000.32,582.5,18.46,999.72,340.83,18.46,1000.59,283.33
1577973637.5079565,18.28,1000.29,574.17,18.48,999.7,330.0,18.48,1000.58,273.33
1577973697.4991632,18.3,1000.28,566.67,18.48,999.7,330.0,18.48,1000.58,264.17
1577973757.4963894,18.3,1000.27,560.83,18.48,999.69,317.5,18.48,1000.57,254.17
1577973817.4661686,18.32,1000.25,558.33,18.5,999.68,305.83,18.48,1000.54,242.5
1577973877.4896927,18.33,1000.22,556.67,18.52,999.67,295.0,18.5,1000.52,232.5
1577973937.4867408,18.35,1000.21,555.83,18.52,999.65,286.67,18.5,1000.48,222.5
1577973997.4829555,18.35,1000.21,550.83,18.52,999.64,279.17,18.5,1000.49,214.17
1577974057.4533155,18.38,1000.19,536.67,18.54,999.62,272.5,18.5,1000.46,206.67
1577974117.502245,18.4,1000.17,518.33,18.52,999.6,256.67,18.52,1000.41,193.33
1577974177.4748414,18.39,1000.17,490.83,18.5,999.59,246.67,18.52,1000.41,193.33
1577974237.4709024,18.36,1000.17,462.5,18.5,999.61,237.5,18.5,1000.42,186.67
1577974297.4425118,18.35,1000.19,436.67,18.52,999.62,228.33,18.52,1000.42,180.0
1577974357.4896615,18.35,1000.18,414.17,18.52,999.63,220.83,18.52,1000.48,169.17
1577974417.462181,18.36,1000.18,395.83,18.52,999.64,215.83,18.52,1000.48,169.17
1577974477.433697,18.36,1000.17,381.67,18.52,999.63,213.33,18.5,1000.46,165.0
1577974537.4589484,18.36,1000.18,367.5,18.52,999.63,208.33,18.52,1000.47,161.67
1577974597.4511926,18.37,1000.19,355.0,18.52,999.63,208.33,18.5,1000.49,159.17
1577974657.4488742,18.39,1000.21,341.67,18.52,999.64,205.83,18.5,1000.52,155.83
1577974717.444557,18.36,1000.21,332.5,18.52,999.65,201.67,18.5,1000.51,152.5
1577974777.4418392,18.36,1000.21,327.5,18.52,999.66,199.17,18.5,1000.51,149.17
1577974837.4123154,18.37,1000.21,325.83,18.52,999.65,197.5,18.5,1000.5,146.67
1577974897.434633,18.37,1000.2,324.17,18.54,999.64,196.67,18.5,1000.49,144.17
1577974957.4052384,18.36,1000.2,317.5,18.55,999.65,195.83,18.5,1000.49,141.67
1577975017.4557195,18.34,1000.21,304.17,18.54,999.64,183.33,18.48,1000.5,134.17
1577975077.4009824,18.36,1000.2,290.0,18.54,999.63,175.83,18.48,1000.5,134.17
1577975197.4199512,18.35,1000.2,260.0,18.54,999.64,160.0,18.5,1000.49,125.0
1577975257.3911207,18.33,1000.21,245.83,18.52,999.66,152.5,18.5,1000.49,120.0
1577975317.4398966,18.36,1000.22,232.5,18.52,999.64,145.0,18.52,1000.49,110.0
1577975377.4102821,18.43,1000.22,218.33,18.54,999.64,137.5,18.52,1000.49,110.0
1577975437.380891,18.46,1000.21,206.67,18.54,999.65,130.0,18.5,1000.49,106.67
1577975497.4300086,18.49,1000.2,194.17,18.52,999.65,122.5,18.48,1000.5,96.67
1577975557.3749225,18.51,1000.21,181.67,18.52,999.66,115.83,18.48,1000.5,96.67
1577975617.3965747,18.53,1000.21,169.17,18.5,999.65,109.17,18.48,1000.52,91.67
1577975677.3929386,18.55,1000.2,157.5,18.5,999.65,109.17,18.48,1000.53,87.5
1577975737.3630395,18.56,1000.18,145.0,18.5,999.65,101.67,18.48,1000.52,82.5
1577975797.3853164,18.51,1000.16,133.33,18.48,999.64,94.17,18.48,1000.51,78.33
1577975857.3829925,18.52,1000.15,124.17,18.46,999.63,88.33,18.48,1000.5,73.33
1577975917.3797164,18.48,1000.15,115.83,18.46,999.61,82.5,18.46,1000.48,69.17
1577975977.3757305,18.5,1000.12,107.5,18.46,999.58,77.5,18.46,1000.46,65.0
1577976037.346418,18.5,1000.09,100.0,18.46,999.57,72.5,18.46,1000.46,60.83
1577976097.3968015,18.45,1000.1,92.5,18.44,999.56,61.67,18.44,1000.44,52.5
