Time,T_0,P_0,L_0,T_1,P_1,L_1,T_2,P_2,L_2
1579445035.0377815,19.6,1003.68,44.17,19.84,1002.99,47.5,20.32,1003.75,51.67
1579445065.0411556,19.6,1003.7,44.17,19.84,1002.99,46.67,20.31,1003.75,50.0
1579445095.0420063,19.59,1003.71,44.17,19.84,1002.99,45.0,20.31,1003.76,48.33
1579445125.0459664,19.59,1003.71,44.17,19.84,1002.99,44.17,20.29,1003.76,47.5
1579445155.0458794,19.59,1003.71,44.17,19.84,1002.99,43.33,20.27,1003.77,46.67
1579445185.047741,19.59,1003.72,44.17,19.85,1003.0,43.33,20.27,1003.77,46.67
1579445215.049515,19.6,1003.71,43.33,19.85,1003.0,43.33,20.28,1003.78,47.5
1579445245.0518167,19.59,1003.71,43.33,19.86,1003.01,43.33,20.31,1003.79,47.5
1579445275.0537775,19.58,1003.72,42.5,19.86,1003.01,43.33,20.3,1003.78,47.5
1579445305.082188,19.57,1003.73,41.67,19.87,1003.02,42.5,20.29,1003.79,47.5
1579445335.058255,19.57,1003.73,40.83,19.87,1003.03,41.67,20.29,1003.79,46.67
1579445365.0631294,19.56,1003.73,39.17,19.87,1003.03,40.83,20.29,1003.8,45.83
1579445395.0631163,19.56,1003.74,38.33,19.87,1003.03,40.0,20.29,1003.8,44.17
1579445425.0680506,19.56,1003.74,36.67,19.87,1003.05,39.17,20.29,1003.81,42.5
1579445455.067402,19.56,1003.75,35.83,19.87,1003.05,37.5,20.29,1003.81,41.67
1579445485.0685885,19.56,1003.75,35.83,19.87,1003.05,36.67,20.28,1003.82,40.0
1579445515.0727768,19.56,1003.75,35.0,19.87,1003.07,35.83,20.27,1003.82,39.17
1579445545.0735848,19.56,1003.76,34.17,19.87,1003.07,35.0,20.27,1003.82,38.33
1579445575.0773811,19.55,1003.77,33.33,19.87,1003.08,34.17,20.27,1003.84,38.33
1579445605.078559,19.55,1003.79,33.33,19.87,1003.08,33.33,20.28,1003.84,37.5
1579445635.0787828,19.55,1003.79,32.5,19.87,1003.09,32.5,20.3,1003.85,36.67
1579445665.080815,19.55,1003.81,31.67,19.87,1003.11,32.5,20.3,1003.86,35.83
1579445695.0838807,19.56,1003.82,30.83,19.87,1003.11,31.67,20.29,1003.86,35.83
1579445725.0859497,19.55,1003.83,30.0,19.87,1003.12,30.83,20.27,1003.87,35.0
1579445755.0909765,19.55,1003.84,29.17,19.86,1003.13,30.0,20.27,1003.88,34.17
1579445785.0905366,19.54,1003.85,27.5,19.86,1003.14,29.17,20.26,1003.89,33.33
1579445815.0951846,19.53,1003.86,26.67,19.86,1003.15,29.17,20.26,1003.9,31.67
1579445845.0946383,19.54,1003.85,26.67,19.86,1003.16,28.33,20.27,1003.91,30.83
1579445875.124047,19.54,1003.86,25.83,19.86,1003.16,26.67,20.28,1003.92,30.0
1579445905.0981147,19.54,1003.87,25.0,19.87,1003.18,25.83,20.28,1003.93,28.33
1579445935.1010852,19.55,1003.88,25.0,19.87,1003.19,25.0,20.26,1003.94,27.5
1579445965.1038423,19.55,1003.89,24.17,19.87,1003.21,24.17,20.25,1003.95,26.67
1579445995.108104,19.54,1003.9,23.33,19.87,1003.21,24.17,20.25,1003.96,26.67
1579446025.1343536,19.53,1003.91,22.5,19.87,1003.22,23.33,20.26,1003.96,26.67
1579446055.1096249,19.53,1003.93,22.5,19.87,1003.23,23.33,20.27,1003.97,25.83
1579446085.1122425,19.53,1003.94,21.67,19.88,1003.25,22.5,20.27,1003.98,25.0
1579446115.1142156,19.53,1003.95,21.67,19.88,1003.25,21.67,20.27,1003.99,24.17
1579446145.1435924,19.54,1003.97,20.83,19.88,1003.26,20.83,20.27,1004.01,23.33
1579446175.1178827,19.54,1003.96,20.0,19.88,1003.26,20.0,20.27,1004.02,22.5
1579446205.1219988,19.54,1003.97,20.0,19.88,1003.27,19.17,20.28,1004.04,22.5
1579446235.1276739,19.54,1003.98,19.17,19.88,1003.29,19.17,20.3,1004.04,21.67
1579446265.151664,19.55,1003.98,19.17,19.87,1003.29,18.33,20.3,1004.05,20.83
1579446295.127256,19.55,1003.99,18.33,19.87,1003.3,17.5,20.31,1004.06,20.0
1579446325.1317878,19.52,1004.01,17.5,19.88,1003.32,16.67,20.33,1004.06,19.17
1579446355.132121,19.51,1004.02,17.5,19.88,1003.32,15.83,20.32,1004.07,18.33
1579446385.136487,19.51,1004.02,16.67,19.87,1003.33,15.0,20.3,1004.07,17.5
1579446415.136538,19.52,1004.02,15.83,19.87,1003.34,15.0,20.28,1004.07,16.67
1579446445.137947,19.54,1004.02,15.0,19.87,1003.34,14.17,20.27,1004.08,15.83
1579446475.1396356,19.55,1004.03,14.17,19.87,1003.35,13.33,20.27,1004.09,15.83
1579446505.1421924,19.53,1004.04,14.17,19.86,1003.35,12.5,20.27,1004.11,15.0
1579446535.145165,19.52,1004.06,14.17,19.85,1003.35,12.5,20.28,1004.1,14.17
1579446565.1735065,19.51,1004.05,13.33,19.84,1003.35,11.67,20.28,1004.11,14.17
1579446595.149356,19.52,1004.06,13.33,19.84,1003.35,11.67,20.27,1004.12,13.33
1579446625.154172,19.52,1004.06,12.5,19.84,1003.36,10.83,20.27,1004.13,13.33
1579446655.1538248,19.53,1004.06,11.67,19.84,1003.37,10.83,20.26,1004.15,12.5
1579446685.156079,19.54,1004.06,11.67,19.84,1003.37,10.0,20.26,1004.14,11.67
1579446715.1840656,19.53,1004.07,10.83,19.84,1003.38,10.0,20.27,1004.14,11.67
1579446745.1596754,19.52,1004.09,10.83,19.84,1003.4,9.17,20.28,1004.15,10.83
1579446775.1621492,19.53,1004.1,10.0,19.84,1003.4,8.33,20.28,1004.15,10.83
1579446805.1643798,19.52,1004.11,10.0,19.84,1003.41,7.5,20.29,1004.16,10.0
1579446835.1693735,19.51,1004.11,9.17,19.84,1003.42,7.5,20.3,1004.18,9.17
1579446865.169288,19.51,1004.12,9.17,19.84,1003.43,6.67,20.31,1004.19,9.17
1579446895.173988,19.51,1004.12,8.33,19.83,1003.43,6.67,20.31,1004.19,9.17
1579446925.1743207,19.52,1004.13,7.5,19.83,1003.44,6.67,20.29,1004.19,8.33
1579446955.1765082,19.53,1004.14,7.5,19.83,1003.43,5.83,20.29,1004.2,8.33
1579446985.1773312,19.53,1004.15,6.67,19.81,1003.43,5.83,20.27,1004.21,7.5
1579447015.1824677,19.52,1004.16,5.83,19.81,1003.43,5.83,20.27,1004.21,7.5
1579447045.1892345,19.52,1004.17,5.83,19.8,1003.44,5.0,20.25,1004.22,7.5
1579447075.211139,19.51,1004.17,6.67,19.8,1003.46,5.0,20.25,1004.24,6.67
1579447105.1864905,19.5,1004.19,5.83,19.81,1003.48,4.17,20.24,1004.24,5.83
1579447135.2158668,19.5,1004.21,5.83,19.81,1003.49,4.17,20.25,1004.25,5.83
1579447165.218238,19.49,1004.22,5.83,19.81,1003.49,4.17,20.27,1004.26,5.83
1579447195.1942663,19.5,1004.22,5.0,19.8,1003.5,3.33,20.27,1004.27,5.0
1579447225.1984186,19.5,1004.23,5.0,19.8,1003.52,3.33,20.27,1004.28,4.17
1579447255.1976128,19.5,1004.24,5.0,19.8,1003.52,2.5,20.25,1004.29,4.17
1579447285.202052,19.5,1004.25,4.17,19.8,1003.53,2.5,20.26,1004.3,4.17
1579447315.201921,19.5,1004.26,4.17,19.8,1003.53,2.5,20.26,1004.31,4.17
1579447345.2311811,19.49,1004.26,4.17,19.8,1003.54,2.5,20.27,1004.33,3.33
1579447375.206945,19.48,1004.27,4.17,19.8,1003.55,2.5,20.28,1004.33,3.33
1579447405.236038,19.48,1004.28,4.17,19.8,1003.56,1.67,20.28,1004.35,3.33
1579447435.2116754,19.48,1004.29,5.0,19.81,1003.57,1.67,20.29,1004.35,3.33
1579447465.2162066,19.48,1004.3,5.0,19.81,1003.58,1.67,20.29,1004.34,3.33
1579447495.2163522,19.49,1004.32,5.0,19.8,1003.59,1.67,20.29,1004.36,2.5
1579447525.2174559,19.5,1004.33,5.0,19.8,1003.6,1.67,20.28,1004.37,2.5
1579447555.2203033,19.49,1004.34,4.17,19.8,1003.61,1.67,20.27,1004.39,2.5
1579447585.2245443,19.49,1004.35,4.17,19.79,1003.62,1.67,20.28,1004.4,2.5
1579447615.2244172,19.5,1004.35,4.17,19.79,1003.63,1.67,20.28,1004.4,2.5
1579447645.2293308,19.49,1004.35,4.17,19.8,1003.63,0.83,20.29,1004.41,2.5
1579447675.228987,19.49,1004.38,4.17,19.8,1003.64,0.83,20.29,1004.42,2.5
1579447705.2313614,19.5,1004.37,4.17,19.81,1003.64,0.83,20.29,1004.43,2.5
1579447735.2345192,19.51,1004.38,4.17,19.82,1003.65,0.83,20.29,1004.42,1.67
1579447765.2382154,19.52,1004.39,3.33,19.82,1003.66,0.83,20.31,1004.44,1.67
1579447795.2376497,19.53,1004.4,3.33,19.83,1003.67,0.83,20.32,1004.45,1.67
1579447825.2666688,19.53,1004.41,3.33,19.83,1003.68,0.0,20.32,1004.46,1.67
1579447855.2419312,19.54,1004.43,3.33,19.83,1003.7,0.0,20.31,1004.47,1.67
1579447885.271426,19.54,1004.44,3.33,19.84,1003.71,0.0,20.3,1004.47,1.67
1579447915.2471025,19.52,1004.45,3.33,19.84,1003.73,0.0,20.31,1004.48,0.83
1579447945.2521048,19.51,1004.46,3.33,19.84,1003.74,0.0,20.31,1004.5,0.83
1579447975.2515872,19.51,1004.47,3.33,19.84,1003.75,0.0,20.31,1004.51,0.83
1579448005.2560945,19.51,1004.48,3.33,19.85,1003.76,0.0,20.32,1004.51,0.83
1579448035.2564573,19.53,1004.49,3.33,19.85,1003.77,0.0,20.33,1004.53,0.83
1579448065.25797,19.53,1004.5,3.33,19.86,1003.79,0.0,20.33,1004.54,0.83
1579448095.2598534,19.53,1004.52,3.33,19.86,1003.79,0.0,20.34,1004.57,0.83
1579448125.2646415,19.53,1004.54,3.33,19.87,1003.81,0.0,20.35,1004.58,0.83
1579448155.2647598,19.52,1004.55,3.33,19.87,1003.82,0.0,20.35,1004.59,0.83
1579448185.270236,19.53,1004.56,3.33,19.88,1003.83,0.0,20.35,1004.6,0.83
1579448215.270679,19.54,1004.58,2.5,19.88,1003.84,0.0,20.34,1004.62,0.83
1579448245.298929,19.54,1004.57,2.5,19.88,1003.85,0.0,20.34,1004.63,0.83
1579448275.2746804,19.53,1004.59,2.5,19.89,1003.87,0.0,20.35,1004.64,0.83
1579448305.276844,19.52,1004.61,2.5,19.89,1003.88,0.0,20.36,1004.65,0.83
1579448335.2781365,19.52,1004.62,2.5,19.89,1003.89,0.0,20.36,1004.65,0.83
1579448365.2825408,19.51,1004.63,2.5,19.89,1003.89,0.0,20.35,1004.67,0.83
1579448395.2822878,19.5,1004.63,2.5,19.9,1003.89,0.0,20.35,1004.67,0.83
1579448425.2869382,19.5,1004.63,2.5,19.9,1003.9,0.0,20.34,1004.7,0.83
1579448455.2869847,19.51,1004.63,2.5,19.91,1003.91,0.0,20.35,1004.69,0.83
1579448485.2920215,19.52,1004.65,2.5,19.92,1003.92,0.0,20.34,1004.71,0.83
1579448515.2915378,19.55,1004.65,2.5,19.92,1003.92,0.0,20.35,1004.72,0.83
1579448545.294477,19.55,1004.65,2.5,19.93,1003.93,0.0,20.36,1004.72,0.83
1579448575.297109,19.54,1004.66,1.67,19.93,1003.93,0.0,20.37,1004.72,0.83
1579448605.2980998,19.54,1004.66,1.67,19.93,1003.94,0.0,20.37,1004.73,0.83
1579448635.299978,19.52,1004.67,1.67,19.93,1003.94,0.0,20.38,1004.74,0.83
1579448665.306922,19.5,1004.67,2.5,19.93,1003.94,0.0,20.38,1004.73,0.83
1579448695.3047001,19.5,1004.68,1.67,19.94,1003.95,0.0,20.39,1004.73,0.83
1579448725.3091888,19.5,1004.69,1.67,19.95,1003.95,0.0,20.38,1004.74,0.83
1579448755.309497,19.5,1004.7,2.5,19.96,1003.97,0.0,20.38,1004.75,0.83
1579448785.3145802,19.5,1004.71,2.5,19.96,1003.98,0.0,20.39,1004.77,0.83
1579448815.3146043,19.5,1004.72,2.5,19.96,1003.98,0.0,20.4,1004.79,0.83
1579448845.3192253,19.52,1004.72,2.5,19.95,1003.98,0.0,20.4,1004.79,0.83
1579448875.3180382,19.52,1004.73,2.5,19.95,1003.98,0.0,20.41,1004.79,0.83
1579448905.3222163,19.52,1004.73,1.67,19.96,1003.99,0.0,20.4,1004.79,0.83
1579448935.3229334,19.51,1004.74,2.5,19.96,1004.0,0.0,20.4,1004.8,0.83
1579448965.3516192,19.52,1004.75,1.67,19.96,1004.0,0.0,20.4,1004.8,0.83
1579448995.3277104,19.52,1004.77,2.5,19.96,1004.01,0.0,20.4,1004.82,0.83
1579449025.3284454,19.52,1004.78,1.67,19.96,1004.02,0.0,20.4,1004.84,0.83
1579449055.3313625,19.54,1004.78,2.5,19.97,1004.03,0.0,20.4,1004.85,0.83
1579449085.3597152,19.55,1004.8,2.5,19.97,1004.04,0.0,20.39,1004.86,0.83
1579449115.3357644,19.53,1004.8,2.5,19.97,1004.05,0.0,20.39,1004.87,0.83
1579449145.3400698,19.51,1004.8,2.5,19.97,1004.06,0.0,20.39,1004.88,0.83
1579449175.340874,19.5,1004.82,2.5,19.97,1004.07,0.0,20.38,1004.88,0.83
1579449205.3449447,19.5,1004.82,2.5,19.97,1004.09,0.0,20.38,1004.89,0.83
1579449235.3457923,19.51,1004.82,1.67,19.97,1004.09,0.0,20.37,1004.9,0.83
1579449265.3740513,19.5,1004.83,1.67,19.98,1004.1,0.0,20.36,1004.91,0.83
1579449295.348473,19.49,1004.84,1.67,19.99,1004.1,0.0,20.35,1004.92,0.83
1579449325.3533978,19.5,1004.85,2.5,19.99,1004.11,0.0,20.35,1004.92,0.83
1579449355.379817,19.5,1004.86,2.5,20.0,1004.11,0.0,20.35,1004.93,0.83
1579449385.3555298,19.53,1004.88,2.5,19.99,1004.12,0.0,20.34,1004.95,0.0
1579449415.3607044,19.53,1004.89,2.5,20.0,1004.13,0.0,20.34,1004.96,0.0
1579449445.360799,19.52,1004.91,1.67,20.0,1004.15,0.0,20.34,1004.97,0.0
1579449475.3650303,19.53,1004.92,1.67,20.0,1004.18,0.0,20.34,1004.99,0.83
1579449505.3654673,19.53,1004.93,1.67,19.99,1004.2,0.0,20.34,1005.0,0.0
1579449535.394427,19.51,1004.94,1.67,19.99,1004.21,0.0,20.34,1005.03,0.83
1579449565.3689754,19.5,1004.95,1.67,19.99,1004.23,0.0,20.33,1005.05,0.83
1579449595.3979664,19.51,1004.97,1.67,19.99,1004.25,0.0,20.33,1005.06,0.83
1579449625.374183,19.52,1004.98,1.67,19.99,1004.27,0.0,20.33,1005.07,0.83
1579449655.3787365,19.54,1004.99,1.67,19.99,1004.27,0.0,20.34,1005.09,0.83
1579449685.3787186,19.55,1004.99,1.67,19.99,1004.28,0.0,20.35,1005.09,0.83
1579449715.4077287,19.56,1005.01,1.67,19.99,1004.29,0.0,20.36,1005.09,0.83
1579449745.3827748,19.56,1005.02,1.67,19.99,1004.3,0.0,20.36,1005.1,0.83
1579449775.3877645,19.56,1005.03,2.5,20.0,1004.32,0.0,20.36,1005.12,0.83
1579449805.3885112,19.55,1005.04,1.67,20.0,1004.34,0.0,20.37,1005.12,0.83
1579449835.38965,19.54,1005.04,2.5,20.0,1004.36,0.0,20.38,1005.14,0.83
1579449865.39193,19.53,1005.05,2.5,20.0,1004.36,0.0,20.39,1005.14,0.83
1579449895.3962722,19.52,1005.05,2.5,19.96,1004.37,0.0,20.4,1005.15,0.83
1579449925.3963866,19.5,1005.05,2.5,19.94,1004.37,3.33,20.41,1005.14,0.83
1579449955.400807,19.51,1005.07,2.5,19.91,1004.37,2.5,20.42,1005.15,0.83
1579449985.4010265,19.52,1005.07,1.67,19.91,1004.37,2.5,20.42,1005.14,0.83
1579450015.4300117,19.52,1005.08,1.67,19.89,1004.37,2.5,20.43,1005.14,0.83
1579450045.4065762,19.54,1005.1,1.67,19.88,1004.37,3.33,20.43,1005.14,0.83
1579450075.4104795,19.54,1005.11,1.67,19.88,1004.38,1.67,20.43,1005.15,0.83
1579450105.4101424,19.52,1005.11,1.67,19.88,1004.39,2.5,20.42,1005.16,0.83
1579450135.4139874,19.53,1005.13,2.5,19.89,1004.41,1.67,20.42,1005.18,0.83
1579450165.414272,19.54,1005.13,26.67,19.89,1004.42,2.5,20.41,1005.19,0.83
1579450195.4191163,19.56,1005.14,25.83,19.89,1004.43,2.5,20.41,1005.18,0.83
1579450225.4195232,19.56,1005.16,26.67,19.88,1004.44,2.5,20.4,1005.21,0.83
1579450255.4123187,19.57,1005.17,26.67,19.87,1004.46,2.5,20.4,1005.22,0.83
1579450285.4236422,19.57,1005.19,25.83,19.87,1004.46,2.5,20.39,1005.25,0.83
1579450315.428638,19.55,1005.2,25.83,19.87,1004.48,2.5,20.37,1005.28,0.83
1579450345.4291906,19.56,1005.21,25.83,19.87,1004.49,2.5,20.36,1005.3,0.83
1579450375.4308977,19.56,1005.22,25.0,19.86,1004.5,2.5,20.34,1005.32,0.83
1579450405.4330204,19.55,1005.24,25.0,19.85,1004.51,2.5,20.33,1005.34,0.83
1579450435.438999,19.54,1005.25,25.0,19.86,1004.52,3.33,20.32,1005.35,0.83
1579450465.4373274,19.57,1005.26,25.83,19.85,1004.53,3.33,20.3,1005.34,0.83
1579450495.441499,19.57,1005.25,25.83,19.85,1004.54,3.33,20.27,1005.34,0.83
1579450525.4415452,19.57,1005.26,25.83,19.86,1004.55,2.5,20.24,1005.35,0.83
1579450555.446514,19.57,1005.26,25.83,19.87,1004.56,3.33,20.23,1005.35,0.83
1579450585.446507,19.58,1005.26,25.83,19.87,1004.56,3.33,20.24,1005.35,0.83
1579450615.4492793,19.59,1005.26,25.83,19.87,1004.56,3.33,20.26,1005.36,0.83
1579450645.450137,19.63,1005.26,25.83,19.87,1004.57,3.33,20.26,1005.37,0.83
1579450675.4554725,19.63,1005.25,25.83,19.87,1004.57,3.33,20.25,1005.36,0.83
1579450705.4561346,19.65,1005.25,25.83,19.89,1004.57,3.33,20.23,1005.36,0.83
1579450735.4592838,19.64,1005.27,25.83,19.88,1004.58,3.33,20.24,1005.37,0.83
1579450765.460034,19.63,1005.29,25.83,19.88,1004.59,3.33,20.25,1005.38,0.83
1579450795.4628012,19.64,1005.3,25.83,19.89,1004.61,3.33,20.26,1005.4,0.83
1579450825.46493,19.65,1005.32,25.83,19.89,1004.62,3.33,20.26,1005.42,0.83
1579450855.4933403,19.65,1005.33,25.0,19.89,1004.63,3.33,20.28,1005.45,0.83
1579450885.4695354,19.64,1005.34,24.17,19.89,1004.64,3.33,20.32,1005.46,0.83
1579450915.4973881,19.65,1005.35,25.0,19.88,1004.66,3.33,20.35,1005.47,0.83
1579450945.4731877,19.68,1005.35,25.0,19.88,1004.67,2.5,20.36,1005.47,0.83
1579450975.476265,19.69,1005.37,23.33,19.9,1004.68,3.33,20.36,1005.48,0.83
1579451005.4781373,19.72,1005.39,24.17,19.92,1004.68,3.33,20.36,1005.48,0.83
1579451035.4833019,19.75,1005.39,25.0,19.94,1004.69,2.5,20.35,1005.48,0.83
1579451065.483091,19.75,1005.39,25.0,19.95,1004.7,2.5,20.33,1005.49,0.83
1579451095.487842,19.74,1005.39,25.0,19.96,1004.7,2.5,20.31,1005.49,0.83
1579451125.5151756,19.73,1005.4,24.17,19.97,1004.71,2.5,20.29,1005.49,0.83
1579451155.5174334,19.73,1005.41,25.0,19.98,1004.72,2.5,20.27,1005.49,0.83
1579451185.4917972,19.76,1005.4,25.0,19.99,1004.72,2.5,20.26,1005.49,0.83
1579451215.4964411,19.77,1005.4,24.17,19.99,1004.71,2.5,20.25,1005.49,0.83
1579451245.5237772,19.76,1005.41,24.17,19.99,1004.72,2.5,20.24,1005.5,0.83
1579451275.4993184,19.77,1005.42,24.17,19.99,1004.73,2.5,20.24,1005.52,0.83
1579451305.5033975,19.79,1005.42,24.17,19.99,1004.73,2.5,20.23,1005.53,0.83
1579451335.5042095,19.79,1005.43,24.17,19.99,1004.75,2.5,20.24,1005.53,0.83
1579451365.5085943,19.8,1005.45,24.17,19.99,1004.76,2.5,20.23,1005.54,0.83
1579451395.5142078,19.82,1005.48,24.17,19.99,1004.77,3.33,20.23,1005.55,0.83
1579451425.511359,19.82,1005.5,25.0,19.98,1004.77,3.33,20.22,1005.57,0.83
1579451455.5128398,19.82,1005.5,25.0,19.99,1004.78,3.33,20.22,1005.58,0.83
1579451485.5418417,19.81,1005.51,25.0,19.99,1004.78,3.33,20.24,1005.59,0.83
1579451515.51724,19.83,1005.51,25.0,20.0,1004.79,3.33,20.28,1005.61,0.83
1579451545.5461915,19.85,1005.53,23.33,20.0,1004.8,3.33,20.32,1005.63,0.83
1579451575.5225246,19.86,1005.52,23.33,19.99,1004.8,3.33,20.34,1005.63,0.83
1579451605.5518355,19.86,1005.52,23.33,19.97,1004.8,3.33,20.37,1005.63,0.83
1579451635.5273707,19.86,1005.54,23.33,19.97,1004.82,3.33,20.4,1005.64,0.83
1579451665.5326912,19.85,1005.54,23.33,19.97,1004.82,3.33,20.42,1005.64,0.83
1579451695.5327148,19.86,1005.55,23.33,20.01,1004.84,3.33,20.42,1005.64,0.83
1579451725.5333824,19.89,1005.55,23.33,20.03,1004.84,3.33,20.4,1005.64,0.83
1579451755.5633826,19.89,1005.56,23.33,20.02,1004.84,3.33,20.38,1005.65,0.83
1579451785.538595,19.89,1005.56,23.33,20.02,1004.84,3.33,20.36,1005.65,0.83
1579451815.5437844,19.9,1005.57,23.33,20.01,1004.85,3.33,20.36,1005.65,0.83
1579451845.5435555,19.9,1005.58,23.33,20.01,1004.86,3.33,20.37,1005.66,0.83
1579451875.5482025,19.9,1005.59,23.33,20.02,1004.87,3.33,20.36,1005.66,0.83
1579451905.5488448,19.91,1005.58,23.33,20.02,1004.87,3.33,20.37,1005.66,0.83
1579451935.5778666,19.92,1005.57,23.33,20.03,1004.86,3.33,20.38,1005.65,0.83
1579451965.553739,19.93,1005.58,23.33,20.04,1004.86,3.33,20.37,1005.65,0.83
1579451995.5547078,19.94,1005.58,23.33,20.07,1004.88,3.33,20.35,1005.66,0.83
1579452025.55739,19.94,1005.6,23.33,20.08,1004.88,3.33,20.35,1005.67,0.83
1579452055.562391,19.93,1005.61,23.33,20.09,1004.9,3.33,20.34,1005.68,0.83
1579452085.5625486,19.93,1005.62,24.17,20.1,1004.91,3.33,20.36,1005.69,0.83
1579452115.5669463,19.93,1005.62,23.33,20.1,1004.91,3.33,20.39,1005.69,0.83
1579452145.5681274,19.94,1005.62,23.33,20.11,1004.92,3.33,20.42,1005.71,0.83
1579452175.5719855,19.94,1005.63,23.33,20.13,1004.93,3.33,20.45,1005.73,0.83
1579452205.5729659,19.96,1005.63,23.33,20.14,1004.94,3.33,20.46,1005.73,0.83
1579452235.5776103,19.95,1005.64,23.33,20.15,1004.95,3.33,20.46,1005.74,0.83
1579452265.5763202,19.95,1005.64,22.5,20.15,1004.96,3.33,20.46,1005.76,0.83
1579452295.5814993,19.94,1005.65,22.5,20.15,1004.97,3.33,20.49,1005.76,0.83
1579452325.5817623,19.91,1005.65,23.33,20.15,1004.98,3.33,20.5,1005.76,0.83
1579452355.6103606,19.9,1005.65,22.5,20.16,1004.98,3.33,20.51,1005.77,0.83
1579452385.5867589,19.9,1005.66,23.33,20.16,1004.99,3.33,20.51,1005.78,0.83
1579452415.588087,19.91,1005.66,23.33,20.16,1005.0,3.33,20.52,1005.78,0.83
1579452445.5901718,19.91,1005.67,24.17,20.16,1004.98,3.33,20.52,1005.77,0.83
1579452475.5947607,19.9,1005.67,24.17,20.16,1004.98,3.33,20.53,1005.77,0.83
1579452505.5961254,19.9,1005.68,24.17,20.17,1004.97,3.33,20.54,1005.78,0.83
1579452535.600518,19.9,1005.7,24.17,20.19,1004.98,3.33,20.54,1005.78,0.83
1579452565.6007109,19.9,1005.69,23.33,20.2,1005.0,3.33,20.54,1005.8,0.83
1579452595.6050045,19.88,1005.7,23.33,20.2,1005.01,3.33,20.55,1005.8,0.83
1579452625.6057212,19.87,1005.7,24.17,20.18,1005.01,3.33,20.55,1005.8,0.83
1579452655.6099803,19.88,1005.71,23.33,20.17,1005.02,3.33,20.55,1005.81,0.83
1579452685.6095192,19.86,1005.72,23.33,20.17,1005.01,3.33,20.54,1005.81,0.83
1579452715.6146872,19.88,1005.71,23.33,20.17,1005.03,3.33,20.53,1005.82,0.83
1579452745.6148612,19.9,1005.72,23.33,20.17,1005.02,3.33,20.53,1005.82,0.83
1579452775.6435194,19.9,1005.72,23.33,20.17,1005.02,3.33,20.52,1005.82,0.83
1579452805.6194973,19.91,1005.73,23.33,20.18,1005.04,3.33,20.53,1005.83,0.83
1579452835.6245186,19.92,1005.74,23.33,20.19,1005.05,3.33,20.54,1005.83,0.83
1579452865.6246467,19.9,1005.74,24.17,20.2,1005.06,3.33,20.55,1005.84,0.83
1579452895.6288278,19.88,1005.75,23.33,20.21,1005.07,3.33,20.56,1005.85,0.83
1579452925.6557906,19.9,1005.76,23.33,20.21,1005.07,3.33,20.57,1005.86,0.83
1579452955.6303117,19.92,1005.78,23.33,20.2,1005.08,3.33,20.56,1005.87,0.83
1579452985.6595302,19.93,1005.78,23.33,20.19,1005.09,3.33,20.57,1005.88,0.83
1579453015.6355817,19.92,1005.79,23.33,20.18,1005.1,3.33,20.56,1005.89,0.83
1579453045.640887,19.92,1005.79,23.33,20.19,1005.1,3.33,20.56,1005.89,0.83
1579453075.640566,19.93,1005.8,23.33,20.2,1005.11,3.33,20.56,1005.9,0.83
